Type,Title,Link_item,Price_sale,Sale_off,Location,index_,Total_sold,Preview,temp_id
laptop,"Laptop văn phòng cho học sinh, sinh viên|LAPTOP ASUS VIVOBOOK",https://www.lazada.vn/products/laptop-van-phong-cho-hoc-sinh-sinh-vienlaptop-asus-vivobook-i2651332909.html,5.200.000 ₫,,Thanh Hóa,71,,,
laptop,"Laptop văn phòng cho học sinh, sinh viên| Dell Latitude E7270",https://www.lazada.vn/products/laptop-van-phong-cho-hoc-sinh-sinh-vien-dell-latitude-e7270-i2651392534.html,3.900.000 ₫,,Thanh Hóa,72,,,
laptop,Laptop giá rẻ. Laptop sinh viên. Laptop HP COMPAQ CQ60,https://www.lazada.vn/products/laptop-gia-re-laptop-sinh-vien-laptop-hp-compaq-cq60-i1618469968.html,990.000 ₫,42% Off,Thanh Hóa,73,,,
laptop,"Laptop HP Elitebook 840 G5 Core i7-8650U, Ram 16GB, SSD 256GB, 14 inch FHD",https://www.lazada.vn/products/laptop-hp-elitebook-840-g5-core-i7-8650u-ram-16gb-ssd-256gb-14-inch-fhd-i2641758355.html,7.300.000 ₫,48% Off,Hồ Chí Minh,74,,,
laptop,Laptop HP ProBook 450 G10 873J7PA (Core i5 1340P/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm) - Hàng Chính Hãng,https://www.lazada.vn/products/laptop-hp-probook-450-g10-873j7pa-core-i5-1340p-16gb-512gb-ssd-intel-uhd-graphics-156inch-fhd-touch-screen-windows-11-home-silver-vo-nhom-hang-chinh-hang-i2413015988.html,21.600.000 ₫,8% Off,Hồ Chí Minh,75,,,
laptop,2024 Laptop chính hãng intel core i7 RAM 16GB SSD 512GB Windows 10PRO/ MS Office 15.6inch máy tính laptop Chỉnh sửa video Photoshop Bảo hành 2 năm,https://www.lazada.vn/products/2024-laptop-chinh-hang-intel-core-i7-ram-16gb-ssd-512gb-windows-10pro-ms-office-156inch-may-tinh-laptop-chinh-sua-video-photoshop-bao-hanh-2-nam-i2593070425.html,8.453.099 ₫,"35% Off
Áp dụng voucher",Hồ Chí Minh,76,,,
laptop,"Laptop Nhật Bản Fujitsu LifeBook U772 Core i5, 8gb Ram 256gb SSD 14inch máy vỏ nhôm siêu mỏng",https://www.lazada.vn/products/laptop-nhat-ban-fujitsu-lifebook-u772-core-i5-8gb-ram-256gb-ssd-14inch-may-vo-nhom-sieu-mong-i337218918.html,3.500.000 ₫,12% Off,Hưng Yên,77,,,
laptop,laptop chính hãng 14.1 Inch Celeron J4105 máy tính laptop Windows10 MS Office wifi bluetooth loptop siêu rẻ bảo hành 2 năm Nhà máy Lenovo,https://www.lazada.vn/products/laptop-chinh-hang-141-inch-celeron-j4105-may-tinh-laptop-windows10-ms-office-wifi-bluetooth-loptop-sieu-re-bao-hanh-2-nam-nha-may-lenovo-i2591388939.html,5.917.169 ₫,"34% Off
Áp dụng voucher",Hồ Chí Minh,78,,,
laptop,"Xác laptop SONY VAIO PCG-71312L không chạy, bán xác",https://www.lazada.vn/products/xac-laptop-sony-vaio-pcg-71312l-khong-chay-ban-xac-i2660127610.html,350.000 ₫,,Tây Ninh,79,,,
laptop,LAPTOP MODEL J113 AIR-2015 CORE I5 RAM 4G SSD 128G 13.3INCH GIÁ TỐT,https://www.lazada.vn/products/laptop-model-j113-air-2015-core-i5-ram-4g-ssd-128g-133inch-gia-tot-i2663606787.html,5.500.000 ₫,44% Off,Hồ Chí Minh,80,,,
laptop,"Laptop Giá rẻ Dell Latitude 3590 Core™ i5 | Core™ i3 | 8250U | Ram 8G | SSD 256G | HD Graphics 620 |MH 15.6 "" Pin&gt; 4h",https://www.lazada.vn/products/laptop-gia-re-dell-latitude-3590-core-i5-core-i3-8250u-ram-8g-ssd-256g-hd-graphics-620-mh-156-pin-4h-i2556168712.html,2.833.699 ₫,"19% Off
LazFlash Sale,kết thúc sau 2 ngày",Hà Nội,81,,,
laptop,Lenovo máy tính xách tay mới Intel Celeron N5095 hd 15.6 inch máy tính xách tay RAM16GB bộ nhớ lớn bảo hành 2 năm laptop,https://www.lazada.vn/products/lenovo-may-tinh-xach-tay-moi-intel-celeron-n5095-hd-156-inch-may-tinh-xach-tay-ram16gb-bo-nho-lon-bao-hanh-2-nam-laptop-i2632806854.html,7.156.999 ₫,53% Off,Hải Phòng,82,,,
laptop,Laptop cũ giá rẻ core i3 i5 i7 nhiều hãng ram 4gb - 8gb,https://www.lazada.vn/products/laptop-cu-gia-re-core-i3-i5-i7-nhieu-hang-ram-4gb-8gb-i2291322438.html,1.799.000 ₫,,Đồng Nai,83,,,
laptop,"Laptop HP 840 G3 i5 i7 Làm Văn Phòng, Học Tập Mượt Mà Giá Rẻ",https://www.lazada.vn/products/laptop-hp-840-g3-i5-i7-lam-van-phong-hoc-tap-muot-ma-gia-re-i2433253564.html,3.800.000 ₫,46% Off,Hồ Chí Minh,84,,,
laptop,Laptop Dell Latitude E7240 màn 12.5 inch - Core i7 4600u Mỏng nhẹ,https://www.lazada.vn/products/laptop-dell-latitude-e7240-man-125-inch-core-i7-4600u-mong-nhe-i2651892016.html,2.268.000 ₫,,Nghệ An,85,,,
laptop,"Máy tính bảng Fujitsu Q616 pin 4-9 tiếng chạy Win10 11,6inch SSD128GB",https://www.lazada.vn/products/may-tinh-bang-fujitsu-q616-pin-4-9-tieng-chay-win10-116inch-ssd128gb-i2319784177.html,2.450.000 ₫,,Bình Dương,86,,,
laptop,Lenovo Intel Core i7 8565U bộ nhớ RAM 16GB SSD 1TB máy tính xách tay cài đặt Windows11/MS office miễn phí bảo hành 2 năm,https://www.lazada.vn/products/lenovo-intel-core-i7-8565u-bo-nho-ram-16gb-ssd-1tb-may-tinh-xach-tay-cai-dat-windows11ms-office-mien-phi-bao-hanh-2-nam-i2644327072.html,7.290.599 ₫,49% Off,Hải Phòng,87,,,
laptop,Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,https://www.lazada.vn/products/laptop-mini-lenovo-miix-320-310-210-d330-d335-window-10-lai-may-tinh-bang-o-cung-ssd-man-hinh-cam-ung-cuc-muot-i2036076685.html,2.570.000 ₫,10% Off,Hà Nội,88,,,
laptop,ASUS bán chạy máy tính xách tay Core Intel i74790s15.6 inch Windows 11 làm việc văn phòng thiết kế các trò chơi vẽ toàn năng,https://www.lazada.vn/products/asus-ban-chay-may-tinh-xach-tay-core-intel-i74790s156-inch-windows-11-lam-viec-van-phong-thiet-ke-cac-tro-choi-ve-toan-nang-i2637969489.html,7.352.999 ₫,52% Off,Hải Phòng,89,,,
laptop,"[Trả góp 0%]Laptop probook 6560b core i5 2410m ram 4g ổ hdd 250g hàng nhập khẩu màn 15,6",https://www.lazada.vn/products/tra-gop-0laptop-probook-6560b-core-i5-2410m-ram-4g-o-hdd-250g-hang-nhap-khau-man-156-i259304231.html,2.400.000 ₫,,Hà Nội,90,,,
laptop,Laptop giá rẻ văn phòng lướt web xem phim học tập,https://www.lazada.vn/products/laptop-gia-re-van-phong-luot-web-xem-phim-hoc-tap-i1201619533.html,2.474.010 ₫,1% Off,An Giang,91,,,
laptop,[Trả góp 0%]Siêu Phẩm Utrabook Mỏng Nhẹ cao cấp-HP EliteBook 840 G1 ( i5-4300U ram 16GB SSD 256G VGA on Intel HD 4400 màn 14″ HD),https://www.lazada.vn/products/tra-gop-0sieu-pham-utrabook-mong-nhe-cao-cap-hp-elitebook-840-g1-i5-4300u-ram-16gb-ssd-256g-vga-on-intel-hd-4400-man-14-hd-i163171668.html,4.000.000 ₫,,Hà Nội,92,,,
laptop,Laptop HP Folio 9470m core i5/4/500G full box bảo hành 12 tháng,https://www.lazada.vn/products/laptop-hp-folio-9470m-core-i54500g-full-box-bao-hanh-12-thang-i251077514.html,1.842.000 ₫,,Hà Nội,93,,,
laptop,DELL 7559 CHUYÊN DÒNG ĐỒ HỌA + GAME SIÊU MƯỢT,https://www.lazada.vn/products/dell-7559-chuyen-dong-do-hoa-game-sieu-muot-i2005576674.html,8.120.000 ₫,,Hưng Yên,94,,,
laptop,Máy Tính HP Probook 450 G5 Intel Core i5 8250U/RAM 16GB/SSD 256GB/15.6 inch FullHD,https://www.lazada.vn/products/may-tinh-hp-probook-450-g5-intel-core-i5-8250uram-16gbssd-256gb156-inch-fullhd-i2049010537.html,6.900.000 ₫,,Hà Nội,95,,,
laptop,"Thanh lý Laptop Asus Notebook X551C, Giá bán 1,5 triệu",https://www.lazada.vn/products/thanh-ly-laptop-asus-notebook-x551c-gia-ban-15-trieu-i2347757990.html,1.500.000 ₫,,Tiền Giang,96,,,
laptop,"Laptop Acer E1 432 , học tập và làm việc, Intel Celeron 2955U, Ram 2gb, hdd 500gb, Win10, HĐ ổn định, ngoại hình tốt 92-95%",https://www.lazada.vn/products/laptop-acer-e1-432-hoc-tap-va-lam-viec-intel-celeron-2955u-ram-2gb-hdd-500gb-win10-hd-on-dinh-ngoai-hinh-tot-92-95-i2632724834.html,1.100.000 ₫,8% Off,Đồng Nai,97,,,
laptop,Dell Inspiron 5620 (N5620-I5P165W11SLU) Core i5 _ 1240P | 16GB | 512GB SSD PCIe| 16.0 inch Full HD+ | Win 11 _ Office 2021 | Finger | LED KEY| Hàng Chính Hãng,https://www.lazada.vn/products/dell-inspiron-5620-n5620-i5p165w11slu-core-i5-_-1240p-16gb-512gb-ssd-pcie-160-inch-full-hd-win-11-_-office-2021-finger-led-key-hang-chinh-hang-i2055672835.html,21.799.000 ₫,13% Off,Hồ Chí Minh,98,,,
laptop,Laptop Dell e6410 thanh lý,https://www.lazada.vn/products/laptop-dell-e6410-thanh-ly-i2600735955.html,1.500.000 ₫,,Hồ Chí Minh,99,,,
laptop,LAPTOP ASUS VIVOBOOK S3405VA-KM071W (I9 13900H/16GB RAM/512GB SSD/14 2.8K OLED/WIN11/ĐEN),https://www.lazada.vn/products/laptop-asus-vivobookva-km071w-i9-13900h16gb-ram512gb-ssd14-28k-oledwin11den-i2470845263.html,25.080.000 ₫,13% Off,Hà Nội,100,,,
laptop,"Laptop MSI Modern 14 C7M-220VN R5 7530U/8GB/512GB/14""FHD/Win 11",https://www.lazada.vn/products/laptop-msi-modern-14-c7m-220vn-r5-7530u8gb512gb14fhdwin-11-i2398275214.html,9.990.000 ₫,9% Off,Hồ Chí Minh,101,,,
laptop,Laptop giá rẻ. Laptop sinh viên. HP COMPAQ CQ40,https://www.lazada.vn/products/laptop-gia-re-laptop-sinh-vien-hp-compaq-cq40-i1615253952.html,990.000 ₫,42% Off,Thanh Hóa,102,,,
laptop,Máy Tính Xách Tay Dell Inspiron 15R 5520 5525 A Shell B C D,https://www.lazada.vn/products/may-tinh-xach-tay-dell-inspiron-15r-5520-5525-a-shell-b-c-d-i2206682255.html,631.000 ₫,18% Off,Nước ngoài,103,,,
laptop,"Laptop đeo 5290 doanh nhân cao cấp, mỏng nhẹ, pin trâu, hiệu năng tuyệt vời, màn hình siêu đẹp, cảm ứng có thể tháo rời",https://www.lazada.vn/products/laptop-deo-5290-doanh-nhan-cao-cap-mong-nhe-pin-trau-hieu-nang-tuyet-voi-man-hinh-sieu-dep-cam-ung-co-the-thao-roi-i2421338844.html,5.990.000 ₫,9% Off,Thanh Hóa,104,,,
laptop,🔍 HP Elitebook 830 G5 | Core i5-8350 | RAM 8GB | SSD 256GB | MÀN 13.3” FHD,https://www.lazada.vn/products/hp-elitebook-830-g5-core-i5-8350-ram-8gb-ssd-256gb-man-133-fhd-i2652010243.html,6.800.000 ₫,,Thanh Hóa,105,,,
laptop,Laptop HP Elitebook i5 ram 8G 500G siêu bền mạnh,https://www.lazada.vn/products/laptop-hp-elitebook-i5-ram-8g-500g-sieu-ben-manh-i2624711630.html,1.650.000 ₫,,Hồ Chí Minh,106,,,
laptop,"Laptop đeo doanh nhân 5310 cấu hình k.hủng, ram 16, ssd 512, chip i7 thế hệ 10, mỏng, nhẹ đẹp trang trọng, viền màn hình mỏng, giá cả vô cùng hợp lí",https://www.lazada.vn/products/laptop-deo-doanh-nhan-5310-cau-hinh-khung-ram-16-ssd-512-chip-i7-the-he-10-mong-nhe-dep-trang-trong-vien-man-hinh-mong-gia-ca-vo-cung-hop-li-i2434460624.html,10.590.000 ₫,,Thanh Hóa,107,,,
laptop,"Laptop HP Envy x360 2 in 1 14-es0033dx i7-1355U, Ram 16GB, SSD 1TB, Màn 14"" FHD Touch, Win 11",https://www.lazada.vn/products/laptop-hp-envy-x360-2-in-1-14-es0033dx-i7-1355u-ram-16gb-ssd-1tb-man-14-fhd-touch-win-11-i2613669308.html,17.200.000 ₫,,Hà Nội,108,,,
laptop,Laptop HP Pavilion 15-eg3112TU i7-1355U/16GB/512GB/15.6''FHD/Win11,https://www.lazada.vn/products/laptop-hp-pavilion-15-eg3112tu-i7-1355u16gb512gb156fhdwin11-i2408829433.html,25.290.000 ₫,,Hồ Chí Minh,109,,,
laptop,"Laptop NEC LZ750 Core i7, 4gb ram, 256gb SSD, màn 13.3” 2K siêu nét, vỏ nhômg mỏng nhẹ 800gram",https://www.lazada.vn/products/laptop-nec-lz750-core-i7-4gb-ram-256gb-ssd-man-133-2k-sieu-net-vo-nhomg-mong-nhe-800gram-i2654856124.html,2.990.000 ₫,,Hưng Yên,110,,,
laptop,Laptop Lenovo Thinkpad X270 i5-6200U Màn 12 inch NHỎ GỌN THUẬN TIỆN DI CHUYỂN,https://www.lazada.vn/products/laptop-lenovo-thinkpad-x270-i5-6200u-man-12-inch-nho-gon-thuan-tien-di-chuyen-i2148043800.html,4.500.000 ₫,,Hưng Yên,111,,,
laptop,Laptop HP ProBook 440 G10 873A2PA (Core i3-1315U | 8GB | 256GB | Intel UHD Graphics | 14 inch FHD | Win11 | Silver) - Hàng Chính Hãng,https://www.lazada.vn/products/laptop-hp-probook-440-g10-873a2pa-core-i3-1315u-8gb-256gb-intel-uhd-graphics-14-inch-fhd-win11-silver-hang-chinh-hang-i2413133403.html,15.000.000 ₫,12% Off,Hồ Chí Minh,112,,,
laptop,Surface Laptop 3 Core i7-1065G7 l RAM 16GB l SSD 512GB l Màn 13 inch QHD Cảm Ứng [BẢO HÀNH 3 - 12 THÁNG],https://www.lazada.vn/products/surface-laptop-3-core-i7-1065g7-l-ram-16gb-l-ssd-512gb-l-man-13-inch-qhd-cam-ung-bao-hanh-3-12-thang-i2121551792.html,9.800.000 ₫,,Hồ Chí Minh,113,,,
laptop,LAPTOP MD102 PRO CORE I5 RAM 8G Ổ CỨNG 500G 13.3INCH,https://www.lazada.vn/products/laptop-md102-pro-core-i5-ram-8g-o-cung-500g-133inch-i2478476160.html,4.900.000 ₫,37% Off,Hồ Chí Minh,114,,,
laptop,"Laptop Acer Aspire 3 A314 35 P3G9 Pentium N6000/4GB/256GB SSD/Win11, Laptop giá rẻ chính hãng bảo hành 12 tháng",https://www.lazada.vn/products/laptop-acer-aspire-3-a314-35-p3g9-pentium-n60004gb256gb-ssdwin11-laptop-gia-re-chinh-hang-bao-hanh-12-thang-i1814365983.html,8.799.000 ₫,,Hà Nội,115,,,
laptop,laptop toshiba z35 cực mạnh - i5 6200U U Ram 16GB SSD 256G,https://www.lazada.vn/products/laptop-toshiba-z35-cuc-manh-i5-6200u-u-ram-16gb-ssd-256g-i2590786738.html,3.499.000 ₫,,Quảng Trị,116,,,
laptop,Máy tính xách tay HP Pavilion 15-eg2082TU 7C0Q5PA (Core i5 1240P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),https://www.lazada.vn/products/may-tinh-xach-tay-hp-pavilion-15-eg2082tu-7c0q5pa-core-i5-1240p-8gb-512gb-ssd-intelirisxegraphics-156inch-full-hd-windows-11-home-gold-hop-kim-nhom-i2219038802.html,21.990.000 ₫,,Hà Nội,117,,,
laptop,laptop 2 trong 1 kiêm máy tính bảng Fujitsu Q704 Core i5-4200U 4gb Ram 128gb SSD 12.5inch cảm ứng Full HD,https://www.lazada.vn/products/laptop-2-trong-1-kiem-may-tinh-bang-fujitsu-q704-core-i5-4200u-4gb-ram-128gb-ssd-125inch-cam-ung-full-hd-i789624250.html,2.500.000 ₫,,Hưng Yên,118,,,
laptop,Laptop HP ProBook 450 G10 873J6PA (Core i5 1340P/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch FHD Touch screen/ Windows 11 Home/ Silver/ Vỏ nhôm) - Hàng Chính Hãng,https://www.lazada.vn/products/laptop-hp-probook-450-g10-873j6pa-core-i5-1340p-8gb-512gb-ssd-intel-uhd-graphics-156inch-fhd-touch-screen-windows-11-home-silver-vo-nhom-hang-chinh-hang-i2413197397.html,20.950.000 ₫,7% Off,Hồ Chí Minh,119,,,
laptop,Laptop cũ lenovo thinkpad,https://www.lazada.vn/products/laptop-cu-lenovo-thinkpad-i2314780859.html,3.500.000 ₫,,Hà Nội,120,,,
laptop,Laptop giá rẻ DELL LATITUDE 7290 I5-7300U/ 8GB/ SSD256GB/ 12.5HD Pin&gt;3-5h,https://www.lazada.vn/products/laptop-gia-re-dell-latitude-7290-i5-7300u-8gb-ssd256gb-125hd-pin3-5h-i2347006751.html,3.999.999 ₫,,Hà Nội,121,,,
laptop,HP Elite x2 1013 G3 Core i5 8250U 13-Inch 3K (Không có cảm ứng),https://www.lazada.vn/products/hp-elite-x2-1013-g3-core-i5-8250u-13-inch-3k-khong-co-cam-ung-i2330576390.html,4.500.000 ₫,,Hồ Chí Minh,122,,,
laptop,"Laptop Asus VivoBook X403 Core i7-1065G7, 16gb Ram, 512gb SSD nvme, 14” Full HD sRGB, vỏ nhôm, pin trên 10 tiếng vỏ nhôm siêu bền",https://www.lazada.vn/products/laptop-asus-vivobook-x403-core-i7-1065g7-16gb-ram-512gb-ssd-nvme-14-full-hd-srgb-vo-nhom-pin-tren-10-tieng-vo-nhom-sieu-ben-i1642730656.html,3.800.000 ₫,,Hưng Yên,123,,,
laptop,Laptop HP Probook 430 / Intel Core i5 6200u - 2.3Ghz (2.8Ghz) / Ram 8G / Ổ cứng SSD 128G / Bảo mật vân tay / Intel HD Graphics 520 / Windows 10Pro / Tặng kèm chuột + lót chuột,https://www.lazada.vn/products/laptop-hp-probook-430-intel-core-i5-6200u-23ghz-28ghz-ram-8g-o-cung-ssd-128g-bao-mat-van-tay-intel-hd-graphics-520-windows-10pro-tang-kem-chuot-lot-chuot-i2031037110.html,3.890.000 ₫,15% Off,Hà Nội,124,,,
laptop,"Laptop Cũ Rẻ i5 5480 5490 Ram 8GB SSD Màn hình 14 / Làm Văn Phòng, Học Tập Mượt Mà",https://www.lazada.vn/products/laptop-cu-re-i5-5480-5490-ram-8gb-ssd-man-hinh-14-lam-van-phong-hoc-tap-muot-ma-i2659915654.html,4.439.400 ₫,"56% Off
Giá Chào Sàn",Hồ Chí Minh,125,,,
laptop,Laptop Hp 8440p i5 CARD RỜI - HÀNG NHẬP XỊN - SIÊU BỀN,https://www.lazada.vn/products/laptop-hp-8440p-i5-card-roi-hang-nhap-xin-sieu-ben-i907162173.html,1.790.000 ₫,,Hà Nội,126,,,
laptop,"MONSPRIN ROG máy tính laptop 2024 Intel Core i9/i7/i5/J4125 laptop brand new original 13th Gen 15.6"" 16GB RAM 1TB SSD / Windows 10 /Office Home & Student loptops on sale",https://www.lazada.vn/products/monsprin-rog-may-tinh-laptop-2024-intel-core-i9i7i5j4125-laptop-brand-new-original-13th-gen-156-16gb-ram-1tb-ssd-windows-10-office-home-student-loptops-on-sale-i2361660862.html,8.599.999 ₫,39% Off,Hồ Chí Minh,127,,,
laptop,Laptop hp 8440P i5 Ram 8G hdd 500GB Nhập Khẩu Nhật giá rẻ giải trí học tập ổn,https://www.lazada.vn/products/laptop-hp-8440p-i5-ram-8g-hdd-500gb-nhap-khau-nhat-gia-re-giai-tri-hoc-tap-on-i267424110.html,1.900.000 ₫,,Hà Nội,128,,,
laptop,"Thanh lý Laptop Dell P07G, core I3,Ngoại hình mới 95%, mỏng, Giá bán 1triệu.",https://www.lazada.vn/products/thanh-ly-laptop-dell-p07g-core-i3ngoai-hinh-moi-95-mong-gia-ban-1trieu-i2251237252.html,1.031.000 ₫,,Tiền Giang,129,,,
laptop,"Thanh lý Laptop Dell vosttro 2421-Core I5, ram 4G, ô cứng 100G, Ngoại hình mới 95%, Giá bán 1,5 triệu.",https://www.lazada.vn/products/thanh-ly-laptop-dell-vosttro-2421-core-i5-ram-4g-o-cung-100g-ngoai-hinh-moi-95-gia-ban-15-trieu-i2251231285.html,1.500.000 ₫,,Tiền Giang,130,,,
laptop,Dell Latitude 7410 Core i7-10610U Ram 16Gb Ssd 512G 14 inch Fullhd,https://www.lazada.vn/products/dell-latitude-7410-core-i7-10610u-ram-16gb-ssd-512g-14-inch-fullhd-i2453162456.html,10.200.000 ₫,18% Off,Hồ Chí Minh,131,,,
laptop,Laptop giá rẻ các hãng hợp túi tiền,https://www.lazada.vn/products/laptop-gia-re-cac-hang-hop-tui-tien-i2301112974.html,1.799.000 ₫,,Đồng Nai,132,,,
laptop,Laptop 2 in 1 Dell Latitude E7390 mới 98%,https://www.lazada.vn/products/laptop-2-in-1-dell-latitude-e7390-moi-98-i1842374729.html,5.990.000 ₫,48% Off,Hà Nội,133,,,
laptop,Laptop cũ giá rẻ nhiều hãng core i3 i5 ram 4gb - 8gb,https://www.lazada.vn/products/laptop-cu-gia-re-nhieu-hang-core-i3-i5-ram-4gb-8gb-i2301244497.html,1.799.000 ₫,,Đồng Nai,134,,,
laptop,Maccbook Pro M1 HÀNG FULL BOX LIKE NEW 99% 16/512GB,https://www.lazada.vn/products/maccbook-pro-m1-hang-full-box-like-new-99-16512gb-i2338947130.html,27.000.000 ₫,,Hồ Chí Minh,135,,,
laptop,Laptop Asus X415EA-EK047T (Intel Core i3-1115G4/4GB RAM/256GB SSD/14.0-inch FHD/Win 10),https://www.lazada.vn/products/laptop-asus-x415ea-ek047t-intel-core-i3-1115g44gb-ram256gb-ssd140-inch-fhdwin-10-i1378083647.html,8.890.000 ₫,30% Off,Hồ Chí Minh,136,,,
laptop,"Laptop Dell Vostro 5590 | Intel Core I7-10510U | Ram 16GB | 512GB SSD Pcie | VGA NVIDIA GeForce MX250 2GB | 15.6"" FHD | W10",https://www.lazada.vn/products/laptop-dell-vostro-5590-intel-core-i7-10510u-ram-16gb-512gb-ssd-pcie-vga-nvidia-geforce-mx250-2gb-156-fhd-w10-i2604616541.html,8.800.000 ₫,,Hồ Chí Minh,137,,,
laptop,Laptop HP Elitebook 820 G3 core i3-6100U laptop cơ bản dùng trong học tập giải trí,https://www.lazada.vn/products/laptop-hp-elitebook-820-g3-core-i3-6100u-laptop-co-ban-dung-trong-hoc-tap-giai-tri-i2498985487.html,2.700.000 ₫,36% Off,Hồ Chí Minh,138,,,
laptop,"Laptop giá rẻ các hãng ram 4gb | Core i2, i3 , i5 | Màn hình 14 - 15.6in",https://www.lazada.vn/products/laptop-gia-re-cac-hang-ram-4gb-core-i2-i3-i5-man-hinh-14-156in-i1012486714.html,1.799.000 ₫,,Đồng Nai,139,,,
laptop,Laptop Core i3 i5 i7 ram 4gb - 8gb cũ giá rẻ nhiều hãng,https://www.lazada.vn/products/laptop-core-i3-i5-i7-ram-4gb-8gb-cu-gia-re-nhieu-hang-i2301236638.html,1.799.000 ₫,,Đồng Nai,140,,,
laptop,"Laptop Dell Vostro 14 V3420 i5 1235U/8GB/512GB/14""FHD/Win11/Office HS21",https://www.lazada.vn/products/laptop-dell-vostro-14-v3420-i5-1235u8gb512gb14fhdwin11office-hs21-i2641014230.html,15.490.000 ₫,3% Off,Hồ Chí Minh,141,,,
laptop,"Maccbook Pro M2 16/512GB [HÀNG FULL BOX] Còn care dài, Like New 99%",https://www.lazada.vn/products/maccbook-pro-m2-16512gb-hang-full-box-con-care-dai-like-new-99-i2357247549.html,32.990.000 ₫,,Hồ Chí Minh,142,,,
laptop,2024 Lenovo Factory máy tính xách tay chơi game Laptop 15.6 Inch IPS Intel i7 /11th J4125 /N5095 Quad Core 16GB RAM 256GB 512GB SSD Laptops Notebook Computer,https://www.lazada.vn/products/2024-lenovo-factory-may-tinh-xach-tay-choi-game-laptop-156-inch-ips-intel-i7-11th-j4125-n5095-quad-core-16gb-ram-256gb-512gb-ssd-laptops-notebook-computer-i2269663708.html,7.549.557 ₫,42% Off,Hồ Chí Minh,143,,,
laptop,"Laptop Dell Precision 7540 - Core i7-9750H RAM 16G SSD 512G VGA Quadro T2000 Màn 15,6 Inch FHD IPS ( Bảo Hành 3 đến 12 Tháng )",https://www.lazada.vn/products/laptop-dell-precision-7540-core-i7-9750h-ram-16g-ssd-512g-vga-quadro-t2000-man-156-inch-fhd-ips-bao-hanh-3-den-12-thang-i2448048422.html,14.700.000 ₫,,Hồ Chí Minh,144,,,
laptop,"Laptop Huawei MateBook D15 R7 5700U/8GB/512GB/15.6""FHD/Win11",https://www.lazada.vn/products/laptop-huawei-matebook-d15-r7-5700u8gb512gb156fhdwin11-i2576015693.html,11.290.000 ₫,6% Off,Hồ Chí Minh,145,,,
laptop,"Laptop Asus Vivobook 15X OLED S3504VA-L1226W i5-1340P | 16GB| 512GB| 15.6"" FHD OLED| Intel Iris Xe| Win 11",https://www.lazada.vn/products/laptop-asus-vivobook-15x-oledva-l1226w-i5-1340p-16gb-512gb-156-fhd-oled-intel-iris-xe-win-11-i2455039202.html,17.337.000 ₫,21% Off,Hồ Chí Minh,146,,,
laptop,ASUS ZENBOOK 14 Q415 CORE ULTRA 5 125H/ RAM 8GB/ SSD 512GB/ 14INCH FHD+ OLED/ LAPTOP VĂN PHÒNG SIÊU BỀN/ HỖ TRỢ LẬP TRÌNH ĐỒ HỌA/ GIÁ RẺ,https://www.lazada.vn/products/asus-zenbook-14-q415-core-ultra-5-125h-ram-8gb-ssd-512gb-14inch-fhd-oled-laptop-van-phong-sieu-ben-ho-tro-lap-trinh-do-hoa-gia-re-i2652039412.html,16.500.000 ₫,,Hồ Chí Minh,147,,,
laptop,Laptop Asus Vivobook 15X A1503ZA-L1422W i5-12500H|Xe Graphics|8GB|512GB|15.6'' OLED,https://www.lazada.vn/products/laptop-asus-vivobook-15x-a1503za-l1422w-i5-12500hxe-graphics8gb512gb156-oled-i1923279848.html,15.500.000 ₫,26% Off,Hồ Chí Minh,148,,,
laptop,ASUS ZENBOOK 14 Q410 i5 13500H/ RAM 8GB/ SSD 512GB/ 14.5INCH 2.8K OLED/ LAPTOP DOANH NHÂN CAO CẤP/ HỖ TRỢ LẬP TRÌNH ĐỒ HỌA/ GIÁ RẺ,https://www.lazada.vn/products/asus-zenbook-14-q410-i5-13500h-ram-8gb-ssd-512gb-145inch-28k-oled-laptop-doanh-nhan-cao-cap-ho-tro-lap-trinh-do-hoa-gia-re-i2646227078.html,14.900.000 ₫,,Hồ Chí Minh,149,,,
laptop,Laptop HP Pavilion Aero 13-be2098AU R7 7735U/16GB/512GB/13.3''WUXGA/Win11,https://www.lazada.vn/products/laptop-hp-pavilion-aero-13-be2098au-r7-7735u16gb512gb133wuxgawin11-i2506934181.html,19.690.000 ₫,10% Off,Hồ Chí Minh,150,,,
laptop,"Laptop Asus ROG Flow Z13 - Core i5-12500H RAM 16G SSD 512G Màn 13,4 Inch FHD 120Hz ( New 100% ) Bảo Hành 3 đến 12 Tháng",https://www.lazada.vn/products/laptop-asus-rog-flow-z13-core-i5-12500h-ram-16g-ssd-512g-man-134-inch-fhd-120hz-new-100-bao-hanh-3-den-12-thang-i2494185182.html,22.700.000 ₫,,Hồ Chí Minh,151,,,
